idx,label,label_text,text_original,label_domain_text,label_subcat_text,text_preceding,text_following,manifesto_id,doc_id,country_name,date,party,cmp_code_hb4,cmp_code,label_subcat_text_simple
33323,2,Other,"We commit to increasing the number of people in employment that formally progress by at least one level under the National Framework of Qualifications by 100,000 over a five-year time frame.",Economy,Technology and Infrastructure: Positive,"The opportunity to learn should be flexible and open to people of all ages, backgrounds and needs, whether in work, at home or retired","Accelerate the development of a national framework of qualifications that is well understood and recognised by individuals, employers and education and training providers and that makes access, transfer and progression a reality.",53320_200705,43,Ireland,200705,53320,411,411,Technology and Infrastructure: Positive
51854,2,Other,Set a target by which all telephone lines must be ADSL-enabled.,Economy,Technology and Infrastructure: Positive,Bring Eircom back into public ownership or establish a new company in public ownership.,Introduce all-Ireland co-operation,53951_200705,54,Ireland,200705,53951,411,411,Technology and Infrastructure: Positive
115173,2,Other,"Paid Parental Leave entitlements have been extended to more workers, including casual and seasonal workers, and primary carers other than biological and formal adoptive parents",Welfare and Quality of Life,Welfare State Expansion,Balanced and careful approach to the minimum wage has seen it rise to $15.75 an hour,Eliminated unfair employment practices such as zero hour contracts,64620_201709,133,New Zealand,201709,64620,504,504,Welfare State
99046,2,Other,* Those who can work should work - welfare should be a springboard back to work.,Economy,Incentives: Positive,* To have the lowest unemployment rate in the OECD.,* Government policy must assist those on welfare to overcome any barriers to work.,64420_199911,113,New Zealand,199911,64420,402,402,Incentives: Positive
109922,2,Other,"Up to 90 per cent of New Zealand's exports travel by sea, so safe and open sea-lanes are of critical importance to New Zealand's economy.",External Relations,Military: Positive,Upgrade the self-defence systems on the RNZN Frigates Te Mana and Te Kaha ensuring they can safely deploy in any maritime theatre.,Modern and capable Navy Frigates help ensure our sea-lanes are protected from increasingly sophisticated threats and enable New Zealand to contribute to multinational efforts such as antipiracy operations.,64620_201409,132,New Zealand,201409,64620,104,104,Military
44769,2,Other,eGovernment for the 21st Century: Fine Gael will publish an eGovernment strategy with the goal of moving Ireland into the Top 5 internationally within a decade.,Political System,Governmental and Administrative Efficiency,This investment will provide the infrastructure to support ICT skills on the schools curricula and will encourage more computer coding clubs throughout national schools.,"This strategy will emphasise an ""Agile IT"" approach to both system design and implementation, and partnerships with other countries who have relevant experience in the delivery of effective eGovernment.",53520_201602,50,Ireland,201602,53520,303,303,Governmental and Administrative Efficiency
119614,2,Other,Continue to address the increases in diseases of poverty such as rheumatic fever and meningitis.,Welfare and Quality of Life,Welfare State Expansion,Prioritise oral health including instigating an annual oral health check for low income families.,Establish youth wellbeing centres,64901_201111,140,New Zealand,201111,64901,504,504,Welfare State
86330,2,Other,"We will also support the construction of new dams in regional Australia to underpin the future economic development of new areas, by providing secure and reliable water supplies for agriculture, mining, manufacturing and towns, and to provide further ﬂood mitigation capacity where appropriate.",Economy,Technology and Infrastructure: Positive,We will reintroduce full tax deductibility for water infrastructure expenses in the ﬁnancial year following that in which the cost was incurred.,We will adopt all 21 recommendations of the House of Representatives Standing Committee on Regional Australia’s inquiry into the impact of the Murray-Darling Basin Plan.,63810_201309,95,Australia,201309,63810,411,411,Technology and Infrastructure: Positive
114521,2,Other,And we’re building skills and innovation with new regional research institutes and by developing the skills of our young people.,Economy,Technology and Infrastructure: Positive,and investing in regional economic development.,"Fourth, we’re getting the finances in order.",64620_201709,133,New Zealand,201709,64620,411,411,Technology and Infrastructure: Positive
45202,2,Other,Parents working part-time or in training or education will be entitled to a pro-rata reduction.,Welfare and Quality of Life,Welfare State Expansion,"Affordable Childcare from 9-36 Months: As part of our plan for more affordable and quality childcare, Fine Gael will reduce the parental bill by €2,000 per annum by providing a direct annual subsidy to centrebased providers caring full time for children aged 9 months to 36 months.",Making Use of School Buildings for After-School Care: School buildings must be utilised to offer more choice and convenience to parents in after-school care for their 5-12 year olds.,53520_201602,50,Ireland,201602,53520,504,504,Welfare State
49080,2,Other,there has been an unprecedented level of capital spending over the last ten years which has upgraded the quantity and quality of physical infrastructure.,Economy,Technology and Infrastructure: Positive,We will retain the 12.5 per cent tax rate.,the infrastructure deficit which previously characterised the irish economy has been significantly addressed.,53620_201102,52,Ireland,201102,53620,411,411,Technology and Infrastructure: Positive
9423,2,Other,As part of the reform of the Assembly the SDLP will campaign for a single department incorporating the health and educational aspects of affordable childcare.,Welfare and Quality of Life,Welfare State Expansion,The SDLP will continue to call for the introduction of a comprehensive childcare strategy as promised in the most recent Programme for Government.,"The SDLP is committed to the protection and promotion of our environment and continues to campaign to manage the many pressing demands of climate change,",51340_201505,11,United Kingdom,201505,51340,504,504,Welfare State
9247,2,Other,We also need to address urgently infrastructure imbalances to ensure that economic growth is not centred exclusively on Belfast but is regionally balanced.,Economy,Technology and Infrastructure: Positive,If we are to attract high quality jobs through inward investment then we need to ensure we have a suitably qualified skills pool to take up these opportunities.,"We recognise the new challenges that increased fiscal powers will bring, not least the potential variance of the Northern Ireland block grant, but we believe our abilities are more than enough for this challenge.",51340_201505,11,United Kingdom,201505,51340,411,411,Technology and Infrastructure: Positive
53775,2,Other,These jobs will be created regardless of policy changes.,Social Groups,Labour Groups: Positive,"The Department of Finance have forecast increases in employment based on expected growth in core domestic demand for the period from 2017 to 2021 of 187,969 jobs.","Our jobs plan will mean ultimately in the region of 250,000 jobs will be created.",53951_201602,56,Ireland,201602,53951,701,701,Labour Groups
12309,2,Other,Double the number of inspections on employers to ensure all statutory employment legislation is being respected.,Political System,Governmental and Administrative Efficiency,We will end the use of the ‘Azure Card’ for administering benefits in the asylum system.,"Separate students within official immigration statistics, while taking tough action against any educational institution that allows abuse of the student route into the UK.",51421_201505,14,United Kingdom,201505,51421,303,303,Governmental and Administrative Efficiency
57723,2,Other,"Democrats believe that climate change is too important to wait for climate deniers and defeatists in Congress to start listening to science, and support using every tool available to reduce emissions now.",Welfare and Quality of Life,Environmental Protection,and to accelerate the transition to a clean energy economy and help meet our climate goals.,"Democrats are committed to defending, implementing, and extending smart pollution and efficiency standards, including the Clean Power Plan,",61320_201611,61,United States,201611,61320,501,501,Environmental Protection
109799,2,Other,"- Lottery Community Facilities Fund Committee distributed $16,361,780 to 128 applicants.",Welfare and Quality of Life,Culture: Positive,"- Regional Lottery Community Committee distributed $55,524,978 to 2,437 applicants.","- Lottery World War One Commemorations, Environment and Heritage Committee distributed $31,409,534 to 279 applicants.",64620_201409,132,New Zealand,201409,64620,502,502,Culture: Positive
38163,2,Other,"Across the country, households and small businesses are finding it difficult to secure loans, including for mortgages and business investment.",Economy,Market Regulation,"Post-recession, many people would rather bank with publicly-owned, or community- owned, institutions.","A new report outlining the opportunities for local banking, done in consultation with Irish Rural Link, points out that ‘improved access to finance will be vital for a continuous economic recovery and development - especially for the local Irish SME sector and the local population across the country.’",53321_201602,46,Ireland,201602,53321,403,403,Market Regulation
2400,2,Other,"promote innovations in land management and ownership,",Welfare and Quality of Life,Environmental Protection,"maximise the landscape’s ability to store carbon and prevent flooding,",and ease the transition by protecting jobs and creating new green employment opportunities.,51110_201912,3,United Kingdom,201912,51110,501,501,Environmental Protection
24829,2,Other,"Under the Tories, from April this year, disabled and ill people assessed as not fit for work have lost out on £29 per week from their Employment and Support Allowance.",Welfare and Quality of Life,Welfare State Expansion,The Tory government is driving disabled people and those with illnesses into poverty by cutting their incomes.,SNP MPS will support reversal of this cut.,51902_201706,28,United Kingdom,201706,51902,504,504,Welfare State
61442,2,Other,"Yet those institutions and values are threatened in some parts of Africa by terrorism, chaos, and civil war.",External Relations,Peace,Many of Africa's leaders are committed to the spread of democratic institutions and democratic values throughout their continent.,"To extend liberty in Africa, we must help African leaders who seek to achieve security and peace on the continent.",61620_200411,63,United States,200411,61620,106,106,Peace
32875,2,Other,We will provide for equal tax treatment for couples in Civil Unions.,Social Groups,Underprivileged Minority Groups,We will extend tax relief at source to additional areas such as bin charges and medical expenses.,The introduction of the decentralisation programme flew in the face of all established procedures for ensuring sound decision-making and the government's own National Spatial Strategy.,53320_200705,43,Ireland,200705,53320,705,705,Underprivileged Minority Groups
87629,2,Other,We know that we must urgently reduce our greenhouse emissions.,Welfare and Quality of Life,Environmental Protection,The Greens will face up to the future and won’t live in the past.,We know that we must urgently prepare for rising oil prices.,64110_200811,99,New Zealand,200811,64110,501,501,Environmental Protection
11268,2,Other,while getting them the help they need to get their first job.,Social Groups,Labour Groups: Positive,"Liberal Democrats will protect young people’s entitlements to the welfare safety net,",That means doubling the number of businesses that hire apprentices.,51421_201505,14,United Kingdom,201505,51421,701,701,Labour Groups
53998,2,Other,"We will invest in our ambulance services, with an additional eight ambulances and 88 additional staff.",Welfare and Quality of Life,Welfare State Expansion,We will abolish the €100 charge for the use of Emergency Departments and the €75 per day charge for inpatient care.,"We will prioritise disability services, including respite care and mental healthcare.",53951_201602,56,Ireland,201602,53951,504,504,Welfare State
115250,2,Other,professionals and to improving free access to enhanced public education,Welfare and Quality of Life,Education Expansion,Spending will be directed to the provision of high quality education,New Zealand First will continue to fight to protect our social fabric and traditional family values.,64621_200207,134,New Zealand,200207,64621,506,506,Education
77343,2,Other,"In addition, with a view to the growing Chinese market, Labor will review: The cost of the 10-year multiple entry visa so that it is competitive with that for Chinese citizens visiting the US and the EU.",Political System,Governmental and Administrative Efficiency,"The tourist visa audit will assess the competitiveness of our visa fees, visa processing arrangements and the ease of interaction with the Australian border.","Introducing an online visa application, in both English and Mandarin, which can be submitted online at any time.",63320_201607,77,Australia,201607,63320,303,303,Governmental and Administrative Efficiency
75112,2,Other,An elected Labor Government will invest $32 million to upgrade the Hobart Airport Roundabout to ease congestion and boost tourism and trade.,Economy,Technology and Infrastructure: Positive,The former Labor Government spent over $2 billion on earlier stages of the Ipswich Motorway between 2007 and 2013.,"This project will reduce travel times for local residents and visitors, increase productivity for truck freight, enhance trade opportunities for local producers, and improve access to the commercial precinct",63320_201607,77,Australia,201607,63320,411,411,Technology and Infrastructure: Positive
27243,2,Other,but any new Assembly will have to undergo far-reaching reform to deliver more and deliver better.,Political System,Governmental and Administrative Efficiency,The DUP wants an Assembly back today,The Centenary of Northern Ireland can become a showcase of what Northern Ireland and all its people have achieved.,51903_201912,32,United Kingdom,201912,51903,303,303,Governmental and Administrative Efficiency
79271,2,Other,"Instead the Liberals are building a slower, second-rate copper NBN that will leave Australia behind and hamstring regional businesses into the future.",Economy,Technology and Infrastructure: Positive,"In 2013, Malcolm Turnbull scrapped Labor’s world class fibre-to-the-premises NBN.","Malcolm Turnbull also moved to axe universal wholesale pricing, meaning people in the bush will pay more for broadband than people in our cities.",63320_201607,77,Australia,201607,63320,411,411,Technology and Infrastructure: Positive
13850,2,Other,empowering all regions and nations of the UK,Welfare and Quality of Life,Equality: Positive,"Our priorities in the next parliament will be: Investing £130 billion in infrastructure – upgrading our transport and energy systems,",and developing the climate-friendly infrastructure of the future.,51421_201912,16,United Kingdom,201912,51421,503,503,Equality: Positive
5466,2,Other,We were in government for thirteen years and left the country a far better place to live in.,Economy,Keynesian Demand Management,We have learned the lessons of the past.,But we did not get everything right.,51320_201505,8,United Kingdom,201505,51320,409,409,Keynesian Demand Management
79675,2,Other,and on top of that for the first time because of federal leadership we have an agreement between the states and the Commonwealth to do something about the problem of water quality and salinity.,Welfare and Quality of Life,Environmental Protection,"There are 400,000 volunteers involved in it",I mean it is a disgraceful thought that if we don’t do something about this the drinking water for the people of Adelaide in 20 years time will be unfit for consumption in three out of five days of the week.,63620_200111,79,Australia,200111,63620,501,501,Environmental Protection
7584,2,Other,"However, we also believe that strong export controls have a vital role to play in sustaining a legitimate trade in arms, while protecting UKjobs and R&D.",Freedom and Democracy,Freedom and Human Rights,"and Labour supports the considerable contribution that a responsible, world-leading defence and security industry makes to the UK economy.","Labour will therefore implement the Arms Trade Treaty to a consistently high standard, including ceasing arms exports to countries where there is concern that they will be used to violate international humanitarian law (IHL).",51320_201706,9,United Kingdom,201706,51320,201,201.2,Freedom and Human Rights
66438,2,Other,"We call for congressional action to enforce the spirit of the Home Rule Act, assuring minority representation on the City Council.",Welfare and Quality of Life,Equality: Positive,Republicans have been in the forefront of combating chronic corruption among the city’s top Democratic officials.,"That council, backed by the current mayor, is attempting to seize from the Congress its appropriating power over all funding for the District.",61620_201611,66,United States,201611,61620,503,503,Equality: Positive
111442,2,Other,Introduced Police Safety Orders to prevent domestic violence and protect families.,Fabric of Society,Law and Order: Positive,Opened 16 new Police stations since 2009.,"Nearly 40,000 of these orders have been issued since July 2010.",64620_201409,132,New Zealand,201409,64620,605,605.1,Law and Order: Positive
120868,2,Other,"  Workers would be paid the minimum wage instead of a benefit,",Social Groups,Labour Groups: Positive,"This would involve work in schools, hospitals, retirement villages, kuia/koroua flats, and community organisations.",and workplace adult literacy and numeracy learning would be provided where required.,64902_201111,143,New Zealand,201111,64902,701,701,Labour Groups
16555,2,Other,"Quangos grew in number, wasteful projects proliferated and the bureaucracy swelled – symptoms of a Government that believed it always knew best.",Political System,Governmental and Administrative Efficiency,That simple fact was forgotten when Labour was in power.,Conservatives have brought in a new approach.,51620_201505,18,United Kingdom,201505,51620,303,303,Governmental and Administrative Efficiency
23757,2,Other,including ongoing skills development and opportunities for greater internationalisation of the sector.,Economy,Economic Planning,"Action by the UK government was a necessary first step and will sit alongside the Scottish Government’s commitment to a new Oil and Gas Strategy, which will have a strong focus on Scotland’s oil and gas supply chain,",We will also continue to push for the swift deployment of the new Oil and Gas Authority in Aberdeen.,51902_201505,27,United Kingdom,201505,51902,404,404,Economic Planning
26042,2,Other,We oppose this policy and remain concerned that the UK government will implement a similar charge for workers from the EU post-Brexit.,External Relations,European Community/Union: Positive,"This fee penalises businesses, will lead to skills shortages, harm our economy and remove funding from frontline public services.",SNP MPs will oppose any such moves and continue to press for the charge to be scrapped altogether.,51902_201912,29,United Kingdom,201912,51902,108,108,European Community/Union
91134,2,Other,"To help secure the long-term prosperity of New Zealand, we will significantly ramp up our investment in innovation.",Economy,Technology and Infrastructure: Positive,"We invest roughly half of what most other developed countries do in research and development, and considerably less than other small, advanced economies like Denmark, Finland, or Israel.","We will invest an additional $1 billion of new government funding over three years for research and development, kick-starting a transformational shift in how our economy creates wealth.",64110_201409,101,New Zealand,201409,64110,411,411,Technology and Infrastructure: Positive
102590,2,Other,Fewer kids are living in poverty because the Clark-Anderton Government introduced income-related rents for state houses.,Welfare and Quality of Life,Equality: Positive,Inflation adjustment for family support.,Increasing family support is the best step we can take immediately to reduce the number of children living in poverty.,64422_200207,124,New Zealand,200207,64422,503,503,Equality: Positive
21303,2,Other,Westminster does not work for Wales.,Political System,Decentralization,A vote for Plaid Cymru in the General Election on 12 December will be a vote for Wales to stay inside the European Union and build a prosperous future.,"As Wales’ leading party of Remain, Plaid Cymru is united in its aim of ensuring Wales remains a member of the European Union.",51901_201912,24,United Kingdom,201912,51901,301,301,Centralisation & Decentralisation
35027,2,Other,Labour believes that bank  bondholders should share in  bank losses.,Economy,Free Market Economy,Labour will insist that an adequate pool of credit is available to fund small and medium-sized businesses,Depositors must be fully protected.,53320_201102,44,Ireland,201102,53320,401,401,Free Market Economy
31203,2,Other,"Seek that aid, as well as addressing basic human needs, should assist in developing democratic structures.",Freedom and Democracy,Democracy,Ensure that Ireland will deliver on the commitment that our overseas development aid should reach 0.7% of GNP and will publish a plan of year-by-year increases to achieve this.,"Include aid measures to combat the effects of climate change, which impact on developing countries hardest.",53110_201102,37,Ireland,201102,53110,202,202,Democracy
38656,2,Other,"Ensuring that Ireland is a world leader internationally on tackling harmful emissions,",Welfare and Quality of Life,Environmental Protection,enhancements to the powers and functions of the Climate Change Advisory Council.,and that our negotiating position at EU level reflects the urgency with which action is required on climate change.,53321_201602,46,Ireland,201602,53321,501,501,Environmental Protection
97561,2,Other,and smaller councils often do not have the rating base to fund the necessary investment.,Political System,Decentralization,"Councils and the Department of Conservation receive little of the financial benefit of tourism, but have to supply the infrastructure tourists use,","From Northland to Southland, councils are facing increasing pressure to support growing numbers of tourists without the funds to do it.",64320_201709,109,New Zealand,201709,64320,301,301,Centralisation & Decentralisation
101798,2,Other,"For example, we do not oppose commercial access to fisheries (in the form of guiding, etc)",Economy,Economic Growth: Positive,"  Close the loopholes within our public access law that allow situations of ‘exclusive capture’ to arise, and actively prosecute landowners who continue to sell exclusive access rights to our public resources.",but will only allow it if the same access is available to others who want to access fisheries (in the same way that a concession for private guides operating on tramping tracks does not prevent 'freedom walkers');,64421_201409,123,New Zealand,201409,64421,410,410,Economic Growth: Positive
23777,2,Other,"Current Westminster plans put at risk the creation of a strong domestic renewables industry, including a sustainable supply chain, and threaten Scotland’s security of supply.",Economy,Anti-Growth Economy: Positive,"The additional investment we seek should include investment in our energy infrastructure so we can continue to maximise renewables generation, in particular offshore.","We will, for example, press for further progress and a clear timescale for the delivery of the islands interconnector and reform of the transmission charging regime which could lead to the premature closure of Longannet power station.",51902_201505,27,United Kingdom,201505,51902,416,416,Anti-Growth Economy: Positive
45442,2,Other,Health Levy on Sugar-Sweetened Drinks: Fine Gael in government established a Special Action Group on Obesity.,Economy,Controlled Economy,"We will increase the excise duty on a pack of 20 cigarettes by 45 cent per year, with a pro-rata increase on other tobacco products.","As part of our comprehensive plan to address levels of obesity and encourage healthy diets and lifestyles, we will publish an Obesity Action Plan for Ireland.",53520_201602,50,Ireland,201602,53520,412,412,Controlled Economy
114132,2,Other,"We are investing in primary care, screening and early interventions because catching issues earlier helps increase our chances of successful treatment.",Welfare and Quality of Life,Welfare State Expansion,"We are helping families to take better care of themselves through living healthier, more active lives, reducing preventable hospitalisations and ensuring our houses are warmer and drier to help keep preventable illnesses at bay.","We have increased free and cheap GP visits and prescriptions,",64620_201709,133,New Zealand,201709,64620,504,504,Welfare State
78067,2,Other,"Many of the 61,310 families in Western Australia that rely on the Child Care Rebate will be up to $2,500 better off per child per year with Labor’s plan to increase the Child Care Rebate cap from $7,500 to $10,000 from 1 January 2017.",Welfare and Quality of Life,Welfare State Expansion,"This is an increase of up to $31 per child per week, or up to $1,627 per child per year.","Labor will scrap the Liberals’ plan to cut Paid Parental Leave to around 80,000 new mums each year.",63320_201607,77,Australia,201607,63320,504,504,Welfare State
3295,2,Other,We will redistribute wealth and lift everyone up.,Welfare and Quality of Life,Equality: Positive,Talking about the problem isn’t enough - it’s time to act.,We want to enable people to build secure lives and livelihoods.,51110_201912,3,United Kingdom,201912,51110,503,503,Equality: Positive
24806,2,Other,"We will demand that the UK government calls a halt to the cuts that are damaging lives,",Welfare and Quality of Life,Welfare State Expansion,"The SNP will fight to end the appalling Tory welfare policies that are punishing the most vulnerable in society – including pensioners, the disabled, vulnerable young adults, and even the bereaved.",and we will seek new powers for the Scottish Parliament so we are better able to protect our communities.,51902_201706,28,United Kingdom,201706,51902,504,504,Welfare State
25704,2,Other,"That’s why we want to help people reduce their own emissions, whether it be by using public transport more or by promoting greener homes.",Economy,Anti-Growth Economy: Positive,We all need to play our part in tackling climate change.,"That means taking bold action through investing in services,",51902_201912,29,United Kingdom,201912,51902,416,416.2,Anti-Growth Economy: Positive
117792,2,Other,New Zealand should be training its own people as a priority.,Economy,Technology and Infrastructure: Positive,It is the reflection on policy failure that New Zealand is currently offshore actively recruiting trades people for the Christchurch rebuild.,"New Zealand First will:Raise the minimum wage, to $17 in the first instance.",64621_201409,136,New Zealand,201409,64621,411,411,Technology and Infrastructure: Positive
4116,2,Other,But government must create the right framework to help business achieve healthy long-term growth.,No other category applies,No other category applies,Government cannot make a business successful.,"Since 1997, corporation tax rates have been cut to their lowest levels ever.",51320_200106,7,United Kingdom,200106,51320,000,000,No other category applies
1078,2,Other,"They were at the heart of the crash seven years ago, when reckless lending left banks unable to support themselves.",Welfare and Quality of Life,Welfare State Expansion,But houses and flats are now sites of speculation rather than simply somewhere to call home.,We need to return housing to its original purpose: providing us – each and every one of us – with affordable and sustainable shelter.,51110_201505,1,United Kingdom,201505,51110,504,504,Welfare State
42089,2,Other,and we will ensure that alleged serious criminals who are granted bail will be monitored prior to trial.,Fabric of Society,Law and Order: Positive,We will immediately implement practical measures to make electronic tagging of persons on bail a reality,We will bring all the legislation on bail together in a single act so that the law in this area is clear for legal practitioners and Gardaí alike.,53520_200705,48,Ireland,200705,53520,605,605,Law and Order: Positive
17957,2,Other,"and develop our programme for a new class of lighter, general purpose frigates so that by the 2030s we can further increase the size of our fleet.",External Relations,Military: Positive,"Alongside our new Type destroyers, we will build eight Type 26 anti-submarine frigates",We shall also deliver five Offshore Patrol Vessels.,51620_201706,19,United Kingdom,201706,51620,104,104,Military
69335,2,Other,Radical Islamic terrorism poses an existential threat to personal freedom and peace around the world.,Freedom and Democracy,Freedom and Human Rights,"To those who stand in the darkness of tyranny, America has always been a beacon of hope, and so it must remain.","We oppose its brutal assault on all human beings, all of whom have inherent dignity.",61620_202011,67,United States,202011,61620,201,201.1,Freedom and Human Rights
45064,2,Other,"More School Accountability for Performance: With more autonomy will come more school accountability, to both parents and taxpayers.",Political System,Decentralization,"School management will have the decisionmaking power to allocate these resources as they deem appropriate, including to posts of responsibility.",Parents have a right to information about their children's educational performance.,53520_201602,50,Ireland,201602,53520,301,301,Centralisation & Decentralisation
6669,2,Other,"Whatever our trade arrangements, we will need new migration management systems, transparent and fair to everybody.",Political System,Governmental and Administrative Efficiency,"New rules will be equally informed by negotiations with the EU and other partners, including the Commonwealth.","Working with businesses, trade unions, devolved governments and others to identify specific labour and skill shortages.",51320_201706,9,United Kingdom,201706,51320,303,303,Governmental and Administrative Efficiency
85356,2,Other,"Ironically, over this same period, Labor provided new research and development funding for agriculture in other countries to the tune of $464 million.",Social Groups,Agriculture and Farmers: Positive,"Federal Labor’s cuts to agricultural research spending, eliminating the majority of Cooperative Research Centres and the abolition of Land and Water Australia have been extremely short-sighted given the challenges we face.","That investment could have been injected into innovation in Australian food production, driving productivity gains here ﬁrst, then sharing intellectual property with nations in need.",63810_201309,95,Australia,201309,63810,703,703,Agriculture and Farmers: Positive
76851,2,Other,"Terrorism is an affront to all humanity, and Labor will continue to ensure our nation’s security while upholding the democratic rights and freedoms that Australians have for generations fought to protect.",Fabric of Society,Law and Order: Positive,There is no greater responsibility of government than to protect the safety and security of its citizens.,Proper resourcing and an effective legal framework that gives our security and law enforcement agencies the powers they need to keep us safe are fundamental to Australia’s security environment.,63320_201607,77,Australia,201607,63320,605,605.1,Law and Order: Positive
15137,2,Other,Initiate negotiations within the UN for a legally binding international treaty on plastics reduction.,Welfare and Quality of Life,Environmental Protection,"and refuse to enter any trade agreements with countries that have policies counter to the Paris Agreement, including the Mercosur-EU free trade agreement because of the Brazilian government’s actions in the Amazon.","Argue for ambitious new legally binding international targets to protect global biodiversity,",51421_201912,16,United Kingdom,201912,51421,501,501,Environmental Protection
97204,2,Other,Water underpins our agriculture.,Welfare and Quality of Life,Environmental Protection,"Our rivers and lakes are a taonga of huge significance to Māori, a favourite place of recreation for New Zealanders.","Our fresh water resource needs to be protected and restored,",64320_201709,109,New Zealand,201709,64320,501,501,Environmental Protection
86947,2,Other,"Adopting the recommendations of the Harper Review, the Coalition will repeal the current Section 46 of the Competition and Consumer Act and replace it with a new provision that prevents firms with substantial market power from engaging in conduct that has the purpose, effect or likely effect of substantially lessening competition.",Economy,Market Regulation,The Coalition is also fixing Australia’s competition laws to help small to medium companies compete with larger established ones and to ensure they’re not shut out of markets unfairly by the big players.,This will prevent the misuse of market power and benefit small businesses.,63810_201607,96,Australia,201607,63810,403,403,Market Regulation
99786,2,Other,No patient should wait beyond the recommended safe time for treatment.,Welfare and Quality of Life,Welfare State Expansion,• Waiting lists are not tolerable.,"Where the public hospital cannot deliver service within an acceptable time we should use the private sector; e.g., the recommended maximum time for radiotherapy following breast cancer is four weeks and yet some women have been untreated after 15 weeks.",64420_200207,114,New Zealand,200207,64420,504,504,Welfare State
712,2,Other,Follow Scotland’s lead and make it illegal to stop nursing mothers feeding their babies in a public place.,Welfare and Quality of Life,Equality: Positive,Ensure that the laws to prevent discrimination against women on the grounds of pregnancy and maternity are properly enforced.,"Ensure consistent long-term funding for a national network of Rape Crisis Centres, spending up to £100 million on the network over the course of the Parliament.",51110_201505,1,United Kingdom,201505,51110,503,503,Equality: Positive
109928,2,Other,Upgrade and modernise the LAVs to ensure they remain capable of dealing with modern threats.,External Relations,Military: Positive,National will ensure the Navy has a modern vessel capable of supporting joint operations in a range of maritime environments.,The LAVs were critical to the success and safety of NZDF operations in Afghanistan and will remain an important tool in any future deployments to high-threat environments.,64620_201409,132,New Zealand,201409,64620,104,104,Military
2086,2,Other,Grant prisoners the right to vote.,Freedom and Democracy,Democracy,"Operate a smaller prison system, saving £5.5 billion over the course of the Parliament.",Oppose the use of the death penalty abroad.,51110_201505,1,United Kingdom,201505,51110,202,202,Democracy
