idx,label,label_text,text_original,label_domain_text,label_subcat_text,text_preceding,text_following,manifesto_id,doc_id,country_name,date,party,cmp_code_hb4,cmp_code,label_subcat_text_simple
114566,0,Other,"Investing $600 milllion to fix the worst 90 black spots around the country, reducing deaths and serious injuries by 900 over 10 years",Economy,Technology and Infrastructure: Positive,The Accelerated Regional Roading Projects are speeding up roading upgrades that are important for regional development and growth,"Our regions are built on trade, and under National exports continue to rise – we’re now selling $70b of our products to the world every year",64620_201709,133,New Zealand,201709,64620,411,411,Technology and Infrastructure: Positive
33098,0,Other,"Recent Labour Party research, for example, points to significant disparities in waiting times for appointments to see consultants, between public and private patients.",Welfare and Quality of Life,Equality: Positive,such that public and private patients enjoy very different levels of access to medical services.,"The co-location plan for superprivate clinics will further deepen that division, and marks an unprecedented and unacceptable departure into for-profit medicine in Ireland.",53320_200705,43,Ireland,200705,53320,503,503,Equality: Positive
42363,0,Other,The Commission will play a public information role regarding legal costs that can be expected for certain types of legal action.,Fabric of Society,Law and Order: Positive,The Commission will formulate guidelines on legal costs that can be expected to be recovered by solicitors and barristers in respect of particular types of proceedings.,We will extend public access to barristers for legal advice.,53520_200705,48,Ireland,200705,53520,605,605,Law and Order: Positive
15111,0,Other,We are the only party with a credible plan to enhance the UK’s soft power and to use it to promote human rights,Freedom and Democracy,Freedom and Human Rights,and Labour cannot hope to tackle discrimination abroad when they cannot even root out anti-Semitism in their own party.,and democracy around the world.,51421_201912,16,United Kingdom,201912,51421,201,201.2,Freedom and Human Rights
92360,0,Other,Support the critical role that kuia and kaumatua have within matauranga Māori.,Fabric of Society,Multiculturalism: Positive,Increase the number of Māori advisers and resource teachers.,Remain committed to a dedicated Māori Television broadcasting service.,64110_201709,102,New Zealand,201709,64110,607,607.3,Multiculturalism
65382,0,Other,"From start-ups foregone to home loans not made, Dodd-Frank’s excessive regulation and burdensome requirements have helped contribute to the slow economy we all endure today  under President Obama and the Democrats.",Economy,Free Market Economy,"Still, the majority of agricultural loans and small business loans are made by community banks.",Community banks are essential to ensuring small businesses have easy and affordable access to the capital they need to grow and prosper.,61620_201611,66,United States,201611,61620,401,401,Free Market Economy
53061,0,Other,"g)  Boost employment in the tourism sector by developing tourist attractions, including cultural tourism attractions, amenities for those interested in adventure sport and attractions for children and young people.",Welfare and Quality of Life,Culture: Positive,"A Youth Jobs Fund to create 20,000 new jobs and an individual plan for the long-term prospects of every person under 25 who is on the Live Register.","Implement steps to make Ireland the top destination for those who want a clean, green tourist destination in Europe.",53951_201102,55,Ireland,201102,53951,502,502,Culture: Positive
88668,0,Other,"Amend Part 102 of the Marine Protection Rules to require new shallow water offshore oil wells to hold insurance to cover a worst- case scenario spill, and to raise the minimum insurance requirement of existing shallow water offshore oil wells from $26 million to $300 million.",Welfare and Quality of Life,Environmental Protection,The Green Party in Government will.,The National Government has proposed - but has not implemented - raising the minimum insurance requirements of all offshore oil wells to $300 million. 25,64110_201409,101,New Zealand,201409,64110,501,501,Environmental Protection
68277,0,Other,and prisons where large numbers of inmates suffer from mental illnesses.,Welfare and Quality of Life,Welfare State Expansion,to publicly funded mental health facilities,Using block grants would allow states to experiment with different systems to address mental health,61620_202011,67,United States,202011,61620,504,504,Welfare State
11619,0,Other,"Introduce care navigators so people get help finding their way around the system,",Welfare and Quality of Life,Welfare State Expansion,and changing the way services are funded so they do not lose out in funding decisions in future.,and set stretching standards to improve the physical health of people with mental health problems.,51421_201505,14,United Kingdom,201505,51421,504,504,Welfare State
86659,0,Other,"NCRIS facilities are used by more than 35,000 researchers across Australia and internationally.",Economy,Technology and Infrastructure: Positive,"NCRIS is a network of 222 institutions employing more than 1,700 highly skilled technical experts, researchers and facilities managers.",The former Labor Government failed to provide ongoing funding for NCRIS.,63810_201607,96,Australia,201607,63810,411,411,Technology and Infrastructure: Positive
98067,0,Other,"for projects which meet local priorities,",Political System,Decentralization,"• Individuals, small businesses, iwi organisations, community trusts and other groups will be able to apply to their Regional Development Agency for money from the Economic Development Fund",which are high in employment opportunities,64321_199311,110,New Zealand,199311,64321,301,301,Centralisation & Decentralisation
103875,0,Other,"Number 4, we will make our communities safer by ensuring the worst repeat violent offenders are not eligible for parole.",Fabric of Society,Law and Order: Positive,It's time for a National Government that will get the most out of every single dollar.,"This week, an editorial in the New Zealand Herald suggested National won't follow through on this policy.",64620_200811,130,New Zealand,200811,64620,605,605,Law and Order: Positive
8300,0,Other,"In place of an effective border control they have required landlords, teachers and medical staff to work as unpaid immigration officers, creating a hostile environment.",Fabric of Society,Law and Order: Positive,They have failed to deliver exit checks.,A Labour government will review our border controls to make them more effective.,51320_201912,10,United Kingdom,201912,51320,605,605.1,Law and Order: Positive
27119,0,Other,This is further exacerbated by the displacements of large numbers of refugees within which small numbers of those with malevolent intent seek to hide.,External Relations,Military: Positive,"Conflicts in the Middle East, instability in Eastern Europe, international terrorism and the proliferation of cyber-attacks illustrate the multiplicity of threats, both conventional and unconventional, and not just from states but also trans-national groups of linked terror movements.","This places additional burdens on the defence, security and intelligence apparatus of the country.",51903_201912,32,United Kingdom,201912,51903,104,104,Military
6008,0,Other,Far too many victims of child sex abuse are being let down by the services that are supposed to keep them safe.,Fabric of Society,Law and Order: Positive,"Violent crimes have gone up, but fewer violent criminals are being caught.","Labour believes British policing is at its best when it is rooted in local communities, proactively preventing crime, rather than simply reacting to emergencies.",51320_201505,8,United Kingdom,201505,51320,605,605,Law and Order: Positive
17333,0,Other,", and ensure the welfare of children and younger people in an age when so much of life is conducted online.",Fabric of Society,Law and Order: Positive,but we also need government to create the right regulatory frameworks that will protect our security and personal privacy,Government alone cannot solve every challenge our country faces.,51620_201706,19,United Kingdom,201706,51620,605,605.1,Law and Order: Positive
29333,0,Other,"Our ‘Boots to Business’ policy will help ex-service personnel set up their own businesses by offering loans, grants, free professional advice and mentoring to any veteran who wishes to pursue an entrepreneurial career after leaving the forces.",Social Groups,Underprivileged Minority Groups,"UKIP will guarantee a job in the police service, prison service or border force for anyone who has served in the Armed Forces for a minimum of 12 years.","UKIP will not allow veterans to be chased, harassed and intimidated by over-zealous human rights lawyers, most of whom are unlikely even to begin to comprehend the pressures of the battlefield.",51951_201706,34,United Kingdom,201706,51951,705,705,Underprivileged Minority Groups
22853,0,Other,want and the amount of benefits they wish to allocate to those in need.,Political System,Decentralization,To decide the amount of investment in public services they,All those powers are with London at present,51902_200106,26,United Kingdom,200106,51902,301,301,Centralisation & Decentralisation
75259,0,Other,A federal Labor Government will end the needless conflict.,Economy,Technology and Infrastructure: Positive,Its failure to deliver major projects is reflected in Australian Bureau of Statistics figures showing that public sector infrastructure investment fell by 20 per cent between the September quarter of 2013 and the September quarter of 2015.,We’ll get on with delivering the railways and roads that Victoria needs to manage its strong growth and drive job creation.,63320_201607,77,Australia,201607,63320,411,411,Technology and Infrastructure: Positive
60924,0,Other,"In those and countless other acts of heroism on that day, and many times since, terrorists have learned that Americans will not be intimidated.",Fabric of Society,Law and Order: Positive,Courage and optimism led America's parents and teachers to battle their own fears to keep children calm and safe.,We will fight them with everything we have - and we will prevail.,61620_200411,63,United States,200411,61620,605,605,Law and Order: Positive
67584,0,Other,"Government must give America's innovators the freedom to create and, on their merits, succeed or fail.",Economy,Free Market Economy,"In challenging legacy forms of business, innovation creates new jobs, gives access to new markets, opens opportunity to underserved populations, and expands consumer choice.","Our agenda includes balanced protections for intellectual property, explained elsewhere in this document.",61620_202011,67,United States,202011,61620,401,401,Free Market Economy
21507,0,Other,Plaid Cymru will protect our pensioners from the stealth cuts that have been inflicted on our pensioners over the past decade,Welfare and Quality of Life,Welfare State Expansion,"As a party, we recognise the positive economic impact of older people upon the economy and will promote Wales as an older-person friendly location.",Plaid Cymru recognises the importance of older people to Welsh society and to our economy.,51901_201912,24,United Kingdom,201912,51901,504,504,Welfare State
83542,0,Other,The reality is that the wealth of this nation was first defined in agricultural terms and it is fast returning as the driver of our future prosperity.,Social Groups,Agriculture and Farmers: Positive,Agriculture is the PRIMARY INDUSTRY in the Australian economy.,The rural and regional economy of Australia is increasingly dependent on farmers’ prosperity.,63710_201607,90,Australia,201607,63710,703,703.1,Agriculture and Farmers: Positive
78738,0,Other,"Under Labor, hospitals in the Territory can expect to receive around $20 million more than they would under the Liberals.",Welfare and Quality of Life,Welfare State Expansion,This will reduce waiting times for elective surgery and in emergency departments.,This means better services and shorter wait times at Territory hospitals.,63320_201607,77,Australia,201607,63320,504,504,Welfare State
46305,0,Other,"Hague Preferences: While negotiating the new CFP, Fine Gael prioritised the retention of the Hague Preferences, which were strengthened by the CFP process.",Social Groups,Agriculture and Farmers: Positive,"We have negotiated as part of the CFP a regional decisionmaking model, which means less control from Brussels and more decision making regionally, with other countries who share our fishing grounds.","This will continue to be of fundamental significance in future fisheries negot1at1ons, guaranteeing Ireland a better share of stocks when they are at low levels.",53520_201602,50,Ireland,201602,53520,703,703.1,Agriculture and Farmers: Positive
9476,0,Other,The SDLP is committed to creating a shared future for every citizen in Northern Ireland.,Fabric of Society,Civic Mindedness: Positive,and we will work with our counterparts in the South to ensure that victims and survivors have the information and support that they need to deal with the repercussions of domestic and sexual abuse.,We want to foster a sense of belonging and ownership among our people by providing them with every opportunity to secure a job or receive the training needed to be part of the new Prosperity Process.,51340_201505,11,United Kingdom,201505,51340,606,606,Civic Mindedness: Positive
3410,0,Other,Scrapping the doomed HS2 rail line.,Economy,Anti-Growth Economy: Positive,Scrapping plans for airport expansion across the country.,"The funds freed up will be spent on more effective sustainable public transport options, as part of the Green New Deal.",51110_201912,3,United Kingdom,201912,51110,416,416.1,Anti-Growth Economy: Positive
7737,0,Other,and invest in district heat networks using waste heat.,Economy,Anti-Growth Economy: Positive,"As part of heat decarbonisation, we will roll out technologies like heat pumps, solar hot water and hydrogen,","To balance the grid, we will expand power storage and invest in grid enhancements and interconnectors.",51320_201912,10,United Kingdom,201912,51320,416,416.2,Anti-Growth Economy: Positive
17226,0,Other,maintain an independent Department for International Development,External Relations,Internationalism: Positive,"We will continue to meet the 0.7 per cent target,","Our aid budget meets the OECD aid rules,",51620_201505,18,United Kingdom,201505,51620,107,107,Internationalism
2702,0,Other,Nobody voted for less democracy during the 2016 referendum,Freedom and Democracy,Democracy,We are a proudly pro-European party and are unequivocally campaigning for Britain to Remain in the EU.,and we continue to believe that more democracy is the way to break the current Brexit deadlock,51110_201912,3,United Kingdom,201912,51110,202,202.1,Democracy
70167,0,Other,"promote ecologically sustainable approaches to land use to reduce greenhouse gas emissions and sequester carbon in soil, and offer incentives for implementation.",Social Groups,Agriculture and Farmers: Positive,provide long-term funding for successful programs of sustainable landscape use.,seek and support fair trade and biosecurity in international trade agreements.,63110_201008,70,Australia,201008,63110,703,703,Agriculture and Farmers: Positive
112486,0,Other,"Streamlined visa processes and cut red-tape for high-quality international education providers, to help them attract international students to New Zealand.",Fabric of Society,National Way of Life: Negative,Developed and promoted the New Zealand Education Story to help boost international education by tying in with our strong global brand.,Invested $107.5 million in rebuilding Lincoln University science facilities.,64620_201409,132,New Zealand,201409,64620,602,602.2,National Way of Life
84974,0,Other,"Make changes necessary to legislation on income support policies, tax structures, rules for part pensions, and any issue that would preclude ageing men and women from participating in the workforce.",Social Groups,Non-economic Demographic Groups,Senior Australians make a valuable economic contribution to the workforce and should be recognised as a benefit – not a cost. The Nationals will:,Change legislation to allow workers to contribute to their superannuation after age 75 and to require employers to contribute the 9 per cent superannuation guarantee to workers aged above 70 years.,63810_201008,94,Australia,201008,63810,706,706,Non-economic Demographic Groups
88658,0,Other,"The Green Party will increase the Oil Pollution Levy enough to increase the operational budget of Maritime New Zealand by $1 million per year and restore the Oil Pollution Fund to its previous level of $12 million, by 2017.",Welfare and Quality of Life,Environmental Protection,"In 2013, the National Government increased the Oil Pollution Levy to reverse its $1 million per year overspend, but not enough to boost our oil spill response capability or build up the Oil Pollution Fund.","4.  Introduce a stronger legal framework so that when accidents do happen, the New Zealand taxpayer does not have to pay for the clean-up",64110_201409,101,New Zealand,201409,64110,501,501,Environmental Protection
9046,0,Other,and ensure level-playing- field protections are maintained.,Economy,Market Regulation,"and environmental protections,",Labour will never accept an outcome that puts rights and standards at risk.,51320_201912,10,United Kingdom,201912,51320,403,403,Market Regulation
26806,0,Other,The injection of funding from the Confidence and Supply Agreement has proved absolutely essential.,Political System,Political Authority,More and better could have been achieved with a working Assembly but the value of Confidence and Supply funding has been vital in key services like our NHS and our schools.,"As well as allocations for immediate in-year pressures, £200 million was secured for health transformation.",51903_201912,32,United Kingdom,201912,51903,305,305.1,Political Authority
30149,0,Other,restore funding to allow for the re-establishment of the Missing Persons Helpline and the advertising of its service.,Welfare and Quality of Life,Welfare State Expansion,increase funding for support services for men and their children who are experiencing domestic violence such as provided by Amen in Navan;,"Access to all the traditional professions is difficult for those who come from disadvantaged backgrounds due to barriers of cost, connections and opportunity.",53110_200705,36,Ireland,200705,53110,504,504,Welfare State
37738,0,Other,"But the time has come for a rebalanced approach, which gives greater recognition to the standing of individual members rather than the interests of the party.",Freedom and Democracy,Democracy,There must be some form of parliamentary discipline and cohesion on the part of those who support the Government.,We cannot bring this change about simply by changing any rules set out in the Constitution or in legislation or standing orders.,53320_201602,45,Ireland,201602,53320,202,202.3,Democracy
77258,0,Other,"For strategic defence reasons it is critical that Australia retains an independent capability to build, sustain and maintain our next fleet of submarines.",External Relations,Military: Positive,"This is the most significant procurement decision of our time, with construction and maintenance costs going beyond many billions of dollars over the life of the project – it is vital that we get it right.",It is simply too important for flawed selection processes and partisan politics.,63320_201607,77,Australia,201607,63320,104,104,Military
110306,0,Other,There are some strips of land that are particularly sensitive to intensive farming.,Welfare and Quality of Life,Environmental Protection,-> Buy and retire selected farmland next to important waterways,We will spend $100 million to buy and retire areas of selected farmland next to important waterways to create an environmental buffer which will help improve water quality.,64620_201409,132,New Zealand,201409,64620,501,501,Environmental Protection
35279,0,Other,"The ISA will also focus on the  application of technological innovation in established sectors of  the economy like energy generation and supply, transport, creative industries, high-value services and architecture and construction   by identifying challenges, establishing priorities and developing strategies which specify the necessary actions to transition to a more innovative approach.",Economy,Technology and Infrastructure: Positive,"The Innovation Strategy Agency will focus its work by targeting key technology areas and sectors where innovation can be applied including but not limited to high value manufacturing, advanced materials, nanotechnology, bioscience, electronics, photonics and electrical systems and information and communication technology.","The ISA will promote Ireland’s full engagement with the ‘Innovative Union’ proposals issued by the European Commission in October 2010 as one of the seven flagship initiatives under the EU2020  Strategy, with the specific aim of refocusing R&D and innovation policy on major challenges and at turning inventions into products.",53320_201102,44,Ireland,201102,53320,411,411,Technology and Infrastructure: Positive
30666,0,Other,"campaign for amendments to the EU Constitution that would increase democracy and transparency,",Freedom and Democracy,Democracy,continue to call for the establishment of a new European Convention to agree a simplified text for the EU Constitution;,provide for the social protection of EU citizens and,53110_200705,36,Ireland,200705,53110,202,202,Democracy
62609,0,Other,"As the Party of the open door, while steadfast in our commitment to our ideals, we respect and accept that members of our Party can have deeply held and sometimes differing views.",Political System,Political Authority,"As Republicans, we know who we are and what we believe.","This diversity is a source of strength, not a sign of weakness, and so we welcome into our ranks all who may hold differing positions.",61620_200411,63,United States,200411,61620,305,305,Political Authority
3691,0,Other,Delivering designated special status for the North within the EU.,External Relations,European Community/Union: Positive,and maintain access to all EU funding streams.,"Continued political representation for the north of Ireland within the EU Parliament and ministers from the Six County Executive should continue to attend EU Council of Ministers’ meetings, when necessary.",51210_201706,5,United Kingdom,201706,51210,108,108,European Community/Union
64692,0,Other,We will empower individuals and small businesses to form purchasing pools in order to expand coverage to the uninsured.,Economy,Incentives: Positive,thereby relieving conscientious providers of burdens that are not rightly theirs and addressing a serious cause of escalating medical bills.,Individuals with preexisting conditions who maintain continuous insurance coverage should be protected from discrimination.,61620_201211,65,United States,201211,61620,402,402,Incentives: Positive
113036,0,Other,We will further support sole parents by providing more flexible childcare support.,Welfare and Quality of Life,Welfare State Expansion,"Under our welfare reforms, and with an improving economy, the number of sole parents on a benefit is now the lowest since 1988.","There are a number of ways of doing this, including making a small payment to a family member to help with child care (which is already being trialled),",64620_201409,132,New Zealand,201409,64620,504,504,Welfare State
17730,0,Other,"We will work closely with the Northern Ireland Executive, the Scottish and Welsh governments, and the new devolved authorities in England, for the benefit of all our people – but that will not be the limit of our actions in the four nations.",Political System,Centralisation,"So we will be an active government, in every part of the UK.",We are ambitious for everyone in Britain and will leave no-one behind in our efforts to spread opportunity and prosperity throughout the United Kingdom.,51620_201706,19,United Kingdom,201706,51620,302,302,Centralisation & Decentralisation
93191,0,Other,"The Green Party will make all post-graduate students eligible for a student allowance, as a first step towards making all students eligible.",Welfare and Quality of Life,Education Expansion,"As well as these Green Party promises, we support Labour’s three free years of tertiary education plan.",New Zealand needs smart tertiary policy that values the contribution of higher education to our economy and society.,64110_201709,102,New Zealand,201709,64110,506,506,Education
57300,0,Other,"enhance the antitrust enforcement arms of the Department of Justice (DOJ) and the Federal Trade Commission (FTC),",Economy,Market Regulation,"We will make competition policy and antitrust stronger and more responsive to our economy today,",and encourage other agencies to police anti-competitive practices in their areas of jurisdiction.,61320_201611,61,United States,201611,61320,403,403,Market Regulation
113831,0,Other,Delivering a long-term workforce strategy to bring more teachers into the profession,Welfare and Quality of Life,Education Expansion,$4.8b budgeted for school property over the next four years,"Addressing teacher supply through, the Voluntary Bonding scheme, scholarships, investment in mentoring programmes, relocation grants from overseas, and extending the Auckland beginning teacher project",64620_201709,133,New Zealand,201709,64620,506,506,Education
78532,0,Other,"Labor will invest $76 million to fast track the Gawler Rail Line electrification, enabling the full project to start one year earlier and creating 300 local jobs, including up to 30 new apprentices.",Economy,Technology and Infrastructure: Positive,Our New Jobs Tax Cut will reward South Australian small businesses that invest in jobs and do their bit to get these Australians back to into work.,A Shorten Labor Government will invest $68.6 million over the next four years to deliver our Local Jobs for Local People program.,63320_201607,77,Australia,201607,63320,411,411,Technology and Infrastructure: Positive
53922,0,Other,We will increase investment as per our housing polices to offer housing choices outside of mortgages and private ownership/renting.,Welfare and Quality of Life,Welfare State Expansion,We will initiate a review of the socio-economic impact of the Central Bank's mortgage rules with a view to ensuring that the rules are working and not making homes unaffordable.,"We will ensure debt collection services are regulated, with a strong, legally enforceable Code of Conduct.",53951_201602,56,Ireland,201602,53951,504,504,Welfare State
21847,0,Other,All licensing and oversight powers for the exploitation of natural resources,Political System,Decentralization,Economic powers currently reserved to Westminster that should be devolved to enable to Welsh Government to develop a more coherent economic development strategy include: Public Sector Pay,Full control of the Wales and Border rail franchise,51901_201912,24,United Kingdom,201912,51901,301,301,Centralisation & Decentralisation
27050,0,Other,"The DUP will not support trade agreements that allow the UK market to be flooded with products that do not meet the high standards of food safety, environmental and animal welfare standards that are demanded of our farmers.",Social Groups,Agriculture and Farmers: Positive,We must ensure that sensitive sectors like agriculture are afforded protection in our new trade policy.,While the DUP will work to secure a Free Trade Agreement with the EU in a post Brexit scenario if this is not realised we believe that the UK tariff schedule should ensure reciprocal tariffs are placed on all agri food products which are imported from the EU.,51903_201912,32,United Kingdom,201912,51903,703,703.1,Agriculture and Farmers: Positive
67743,0,Other,"Only a Republican president will appoint judges who respect the rule of law expressed within the Constitution and Declaration of Independence,",Freedom and Democracy,Constitutionalism: Positive,A critical threat to our country's constitutional order is an activist judiciary that usurps powers properly reserved to the people through other branches of government.,including the inalienable right to life,61620_202011,67,United States,202011,61620,203,203,Constitutionalism
16277,0,Other,"We will require secondary school pupils to take GCSEs in English, maths, science, a language and history or geography, with Ofsted unable to award its highest ratings to schools that refuse to teach these core subjects.",Welfare and Quality of Life,Education Expansion,"If children do not reach the required standards in their exams at the end of primary school, they will resit them at the start of secondary school, to make sure no pupil is left behind.",We have more than doubled Labour’s spending on new school places.,51620_201505,18,United Kingdom,201505,51620,506,506,Education
26964,0,Other,"Boosting productivity by overhauling and expanding post start-up business support, to aid those businesses wanting to scale up in size and expand.",Economy,Incentives: Positive,The UK’s workers’ rights are substantially better than most,There has long been a gap between start-up and mature business support and this should be urgently addressed across the UK.,51903_201912,32,United Kingdom,201912,51903,402,402,Incentives: Positive
64918,0,Other,"putting our nation in danger of returning to the “hollow force” of the Carter Administration, when the U.S. military was not respected in the world.",External Relations,Military: Positive,"The current President is repeating the disastrous cuts of the postVietnam war era,",We recognize that the gravest terror threat we face—a nuclear attack made possible by nuclear proliferation—requires a comprehensive strategy for reducing the world’s nuclear stockpiles,61620_201211,65,United States,201211,61620,104,104,Military
67217,0,Other,Our service members must be subject only to American law.,External Relations,Internationalism: Negative,and we deplore the current inaction of the Administration in that regard.,"The U.S. Commission on International Religious Freedom, an initiative of Congressional Republicans, has been neglected by the current Administration at a time when its voice more than ever needs to be heard.",61620_201611,66,United States,201611,61620,109,109,Internationalism
116134,0,Other,"• ensure, where appropriate, health screening of overseas visitors to stop the current abuse of our public health system and to protect our citizens.",Fabric of Society,National Way of Life: Positive,All new immigrants will need to keep an unblemished record for three years before becoming eligible for citizenship (serious breaches of the law will see residency approvals cancelled and deportation ordered).,• ensure that failure to disclose all relevant information in applications for residency results in deportation.,64621_200207,134,New Zealand,200207,64621,601,601,National Way of Life
75918,0,Other,Labor will not announce a policy that cannot be funded.,Economy,Economic Orthodoxy,"Under our plan for budget repair, we will reduce the deficit every year and return the budget to balance the same year as the Liberals.",We can afford our policies because: We are supporting responsible savings measures;,63320_201607,77,Australia,201607,63320,414,414,Economic Orthodoxy
79632,0,Other,"Well let me say as a very proud product of a government high school in Sydney, that this Government has been a faithful and generous supporter of the government education sector in this country.",Welfare and Quality of Life,Education Expansion,The great attack of the Labor Party of course has been that we have impoverished and weakened the government schools of this country to the benefit of the so called wealthy independent schools.,"Let me remind you that since 1996, the amount of federal money going to government schools in Australia has risen by 43% while the enrolments in government schools around Australia over that same period have risen by only 1.3%.",63620_200111,79,Australia,200111,63620,506,506,Education
112339,0,Other,"Investigate how we can make it cheaper and easier for creditors to enforce civil court decisions, and close loopholes that let people dodge their debts.",Economy,Free Market Economy,National has also set up the Taxpayer's Simplification Panel to further explore how to make tax compliance simpler for small businesses.,"Small businesses should be able to depend on the civil courts to help them enforce their contracts, rather than wasting time and money chasing people who refuse to pay what they owe.",64620_201409,132,New Zealand,201409,64620,401,401,Free Market Economy
